,text
6118,"推しのソロをフルで聴いて死んで生き返った後ライブのムービーでとどめ刺されるから気を抜いたら死ぬと教えてもらった！！！気をつけろよ！！！！！
"
6119,"今年はアソシエイトを全力で浴びるためなんの準備もしてないので身一つでただただ死ぬ
"
6120,"あと6時間を切ってしまった…………………
"
6121,"ファンの方々マジで心が広い…ファンいい人ばかりってことは松本潤氏は最高のアイドルなんだろうな……
"
6122,"LIGHT FUTURE
"
6123,"例えの話だろ！！！アイドリッシュセブンを暗闇とか言うのやめろ！！！！！！
"
6124,"モノクロとか夜とかお前らほんとにIDOLiSH7に出会えてよかったな…(しかし明日まだ暗闇だったと知る)
"
6125,"太陽みたいなのが見える…夜明け…… 
"
6126,"逢坂〜〜〜〜〜〜〜〜〜〜！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！ (野太い声)
"
6127,"か、かわいい……お母さんに全ぬい見てほしいと思いました。マシュマロありがとうございます！ 
"
6128,"一応私は1枚はスキル上げてます ただRやSR始まりの定常カードはまぁほぼ特攻にはならないかな特に日常 警察はRe:valeが残ってるので可能性ある 判断しづらい時は好きなカードだけに絞ったりします… 
"
6129,"個人的にファンクラブより宗◯法人の方がしっくりくるんですけどいいですよね！アソシエイト！考えた人天才！！！ 
"
6130,"SSRを売るとSP1ゲットできます レベルMAXのSSRを売るとSP5！ 
"
6131,"私のツイートをよく見て下さい 基本的に最高！しか言ってないですよ 1日何回最高言ってるか数えたらきっと笑えます 上手く伝える必要なくて楽くんのどんなところが好きかを言葉にするだけで充分伝わると思います 
"
6132,"かわいい…私は1ヶ月間皆勤した月なんて片手で数える程度のログイン忘れ常習犯ですよ！どうしても申し訳ない気持ちがなくならないならうさ耳スピーカーは20SPで交換できるのでよろしくお願いします(祖父より) 
"
6133,"推しの生まれた聖なる日にあんなのを4分だか5分だか聞き続けたら気が狂ってしまう………
"
6134,"聞いて！！！！！！！！！！！！！！！アソシエイトフル配信まで24時間切った！！！！！！！ー！！！！！！！！！ー！！！！！！！！！！！！！！！！！ー！！！！！！！！！！！！！！！！！ー！！！！！！！！！！！！！！！！！！！！！！！！… 
"
6135,"お金が全然貯まらない……まあ八乙女楽が幸せならいっか！！！
"
6136,"昨日推しのソロ曲を試聴するために公園で待機してそのまま叫んで走ってたらめちゃくちゃ蚊に刺されたんだよね…まあ八乙女楽が幸せならいっか！！！
"
6137,"楽紡の二世代に渡る因縁は何を意味するのか未だ不明だから言及して欲しいよな 最初は回る因果運命の恋的な、事務所の敵対関係の強調だったり惹かれる裏付けかと思ったけどこれアイドリッシュセブンだし…両社長が袂を分かつ元凶になった何かに対… 
"
6138,"楽紡のマシュマロ送ってくれた人大丈夫？私はどうしてもアイドルである八乙女楽と楽紡を切り離して考えられないから楽紡はアイドル八乙女楽が最高のパフォーマンスをする糧になってる、みたいな考えになってしまうんだよな
"
6139,"大丈夫…
"
6140,"俺壮の「俺」さん、17歳上の役者だった………（報告）
"
6141,"TVを見ないので全然わからないけど個人的にM本J氏はクールというよりかわいいイメージがあったので似てると言う人が多いのが意外だったんですよね！そういえば楽くん8月生まれなのに乙女座じゃないね(獅子座) 
"
6142,"ダブル推しの人！見た目とのギャップまで似てるんですね…みんなThis is MJを見ろと言ってる…見ます！ 
"
6143,"裸のままでのとこ！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！フル聴いたらやばいですね鶏皮串にして食べるので安心してください 
"
6144,"ディレビュのマシュマロを送ってくれた方へ→ 親御さんを説得しましょう それしか今は道がありません 頑張って下さい
"
6145,"楽紡のマシュマロを送ってくれた方へ アイドルである八乙女楽を応援してると同時に好きな女を前にしたただの八乙女楽が好きだという気持ち、めちゃくちゃわかります これは私の超個人的な解釈なので的外れかもしれませんが→
"
6146,"松本潤氏担当の方の布教力すごい！ 今なら八乙女楽くんの誕生日ログインボーナスで八乙女楽くんしか出ないガチャをやってるのでアイドリッシュセブンもよろしくお願いします！無料です！あとTRIGGER before The Radiant… 
"
6147,"しんのすけ先生じゃん…聴きたい……
"
6148,"ライブ行きたい！
"
6149,"八乙女楽くんは自分の誇れる自分でいるためにひたむきな努力家で向上心が強くて職人気質でこだわりが強くてだからといって自身に固執せず異質を認め他者を尊敬し誰よりメンバーが誇りで嘘が下手でまっすぐすぎるゆえにちょっと天然でファンのために常にかっこよく輝いてくれる最高のアイドルなんです…
"
6150,"松本潤氏ファンの方めちゃくちゃ優しい……泣いた…………
"
6151,"@鍵 RT ナギくん王族だから大使館行ったら多分普通に（おそらく最優先で）再発給できてしまう😢
"
6152,"야오토메 八乙女 覚えた（覚えてはない）
"
6153,"LIGHT FUTURE、シンプルだけど結構バラエティに富んでて斜面だったりせり上がった大地だったりどこかを目指していたり自分の位置を示してたりするけどナギはフラットな大地にすべてを受け入れるかのようにただ佇んでるように見える…(… 
"
6154,"広い大地にポツンと佇んでるみたいな構図で切ない… 
"
6155,"色んなジャ◯オタの方から八乙女楽は松◯潤氏と聞いて今めちゃくちゃ松◯潤氏のことが気になってる
"
6156,"理想を永遠に終わらないアイドルと明示してるアイドルジャンルで∞(インフィニティ)を背負った推しのこと考えるとあまりの重さに震えるけど八乙女楽くんなら大丈夫だよな
"
6157,"パァン！といい音出して湯切りするミツにゃん好き
"
6158,"楽担を示すアソシエイトって「アソシエイト∞」って表記するんでしょ？ヒュ〜〜〜かっこいい！！！！
"
6159,"フォロワー！だいすけだよ！ 
"
6160,"鰹出汁に並々ならぬこだわりを持つ推しはいる
"
6161,"「あんなにイケメンじゃないんで」って言ってるもんな
"
6162,"推しの乳首に異常な執着を持つフォロワー
"
6163,"かわいい
"
6164,"韓国トレンド1位！？すごい…八乙女楽くんのかっこよさは国境を越える🙏大変そうだけど指摘するというよりこんなとこが好き！八乙女楽最高！みたいな”好き“を、馬鹿にする人より多く発信するといいと思います！ 
"
